MaPhongDuocDat,MaDatPhong,MaPhong,NgayNhanPhong,NgayTraPhong,TongTienPhong
PDD032946,DP24451,TNH002_R004,2025-03-09,2025-03-10,1200000
PDD032947,DP24452,LCI001_R018,2025-03-09,2025-03-13,7200000
PDD032948,DP24452,HUG001_R026,2025-03-09,2025-03-10,1300000
PDD032949,DP24453,DLK002_R018,2025-03-09,2025-03-14,7500000
PDD032950,DP24454,BRV003_R026,2025-03-09,2025-03-13,5200000
PDD032951,DP24455,DLK002_R021,2025-03-09,2025-03-12,4500000
PDD032952,DP24456,NBH001_R012,2025-03-09,2025-03-13,7200000
PDD032953,DP24457,TVH002_R006,2025-03-09,2025-03-11,2400000
PDD032954,DP24458,AGG002_R010,2025-03-09,2025-03-11,3600000
PDD032955,DP24458,HGG001_R026,2025-03-09,2025-03-14,17500000
PDD032956,DP24459,DBI001_R009,2025-03-09,2025-03-12,5400000
PDD032957,DP24460,DLK002_R037,2025-03-09,2025-03-12,3300000
PDD032958,DP24461,BRV003_R023,2025-03-09,2025-03-12,5100000
PDD032959,DP24462,KGI001_R013,2025-03-09,2025-03-11,3000000
PDD032960,DP24463,CTO001_R028,2025-03-09,2025-03-14,5500000
PDD032961,DP24463,LCI001_R039,2025-03-09,2025-03-12,5100000
PDD032962,DP24464,LDO002_R006,2025-03-09,2025-03-14,6000000
PDD032963,DP24464,GLI002_R017,2025-03-09,2025-03-13,11200000
PDD032964,DP24464,HUG001_R013,2025-03-09,2025-03-13,7200000
PDD032965,DP24465,BRV004_R033,2025-03-09,2025-03-11,4000000
PDD032966,DP24466,DNA002_R007,2025-03-09,2025-03-10,1200000
PDD032967,DP24467,TNH001_R023,2025-03-09,2025-03-11,5600000
PDD032968,DP24467,BTN002_R004,2025-03-09,2025-03-11,2400000
PDD032969,DP24468,LCI001_R036,2025-03-09,2025-03-13,6800000
PDD032970,DP24468,DBI002_R014,2025-03-09,2025-03-11,3000000
PDD032971,DP24469,HTH002_R006,2025-03-09,2025-03-13,6000000
PDD032972,DP24470,HTH001_R001,2025-03-09,2025-03-12,3600000
PDD032973,DP24470,NTN001_R007,2025-03-09,2025-03-11,2400000
PDD032974,DP24471,LCA001_R012,2025-03-09,2025-03-14,7500000
PDD032975,DP24472,PTU002_R011,2025-03-09,2025-03-13,4800000
PDD032976,DP24472,BDG001_R031,2025-03-09,2025-03-12,6600000
PDD032977,DP24472,GLI002_R016,2025-03-09,2025-03-14,12000000
PDD032978,DP24473,BRV004_R012,2025-03-09,2025-03-12,5400000
PDD032979,DP24474,CMU002_R021,2025-03-09,2025-03-11,4800000
PDD032980,DP24475,QTR001_R021,2025-03-09,2025-03-10,1500000
PDD032981,DP24476,CBG002_R001,2025-03-09,2025-03-10,1200000
PDD032982,DP24477,TBI001_R006,2025-03-09,2025-03-14,9000000
PDD032983,DP24477,QBI001_R001,2025-03-09,2025-03-12,3600000
PDD032984,DP24478,TVH002_R018,2025-03-09,2025-03-13,8800000
PDD032985,DP24479,DNO002_R008,2025-03-09,2025-03-12,5400000
PDD032986,DP24480,BGG002_R029,2025-03-09,2025-03-12,6600000
PDD032987,DP24481,BGG002_R021,2025-03-09,2025-03-12,4500000
PDD032988,DP24481,BTE002_R015,2025-03-09,2025-03-10,2000000
PDD032989,DP24482,LAG001_R010,2025-03-09,2025-03-14,7500000
PDD032990,DP24482,BLU002_R012,2025-03-09,2025-03-14,17500000
PDD032991,DP24483,YBI001_R011,2025-03-09,2025-03-14,7500000
PDD032992,DP24483,NBH001_R013,2025-03-09,2025-03-14,9000000
PDD032993,DP24483,BLU002_R008,2025-03-09,2025-03-11,3000000
PDD032994,DP24484,QNG002_R008,2025-03-09,2025-03-10,2400000
PDD032995,DP24485,HPG002_R024,2025-03-09,2025-03-10,1500000
PDD032996,DP24486,KTM002_R018,2025-03-09,2025-03-10,1700000
PDD032997,DP24487,BLU002_R014,2025-03-09,2025-03-10,2000000
PDD032998,DP24487,QNA002_R002,2025-03-09,2025-03-14,6000000
PDD032999,DP24488,QTR002_R029,2025-03-09,2025-03-13,14000000
PDD033000,DP24488,BDH001_R014,2025-03-09,2025-03-11,3000000
PDD033001,DP24489,TBI002_R003,2025-03-09,2025-03-10,1200000
PDD033002,DP24490,HTH001_R011,2025-03-09,2025-03-10,1800000
PDD033003,DP24491,NTN002_R002,2025-03-10,2025-03-15,6000000
PDD033004,DP24492,GLI001_R016,2025-03-10,2025-03-12,3600000
PDD033005,DP24493,PTU002_R038,2025-03-10,2025-03-14,5200000
PDD033006,DP24494,LCH002_R023,2025-03-10,2025-03-15,8500000
PDD033007,DP24495,TTH001_R002,2025-03-10,2025-03-14,4800000
PDD033008,DP24495,CMU002_R026,2025-03-10,2025-03-11,2200000
PDD033009,DP24496,AGG002_R020,2025-03-10,2025-03-15,12000000
PDD033010,DP24496,CMU002_R001,2025-03-10,2025-03-11,1200000
PDD033011,DP24496,LAG002_R011,2025-03-10,2025-03-13,5400000
PDD033012,DP24497,TBG002_R006,2025-03-10,2025-03-15,9000000
PDD033013,DP24498,BTE001_R006,2025-03-10,2025-03-15,6000000
PDD033014,DP24498,LDO001_R006,2025-03-10,2025-03-11,1800000
PDD033015,DP24499,GLI001_R024,2025-03-10,2025-03-11,2800000
PDD033016,DP24500,AGG004_R013,2025-03-10,2025-03-14,7200000
PDD033017,DP24501,AGG001_R011,2025-03-10,2025-03-12,4800000
PDD033018,DP24502,BGG003_R024,2025-03-10,2025-03-15,14000000
PDD033019,DP24502,QNG002_R001,2025-03-10,2025-03-15,6000000
PDD033020,DP24503,LDO002_R012,2025-03-10,2025-03-11,1800000
PDD033021,DP24504,NDH001_R010,2025-03-10,2025-03-13,5400000
PDD033022,DP24505,BRV003_R010,2025-03-10,2025-03-15,9000000
PDD033023,DP24506,CTO001_R010,2025-03-10,2025-03-13,5400000
PDD033024,DP24506,TNH002_R008,2025-03-10,2025-03-12,2400000
PDD033025,DP24507,DBI001_R005,2025-03-10,2025-03-12,2400000
PDD033026,DP24508,HPG001_R020,2025-03-10,2025-03-14,6000000
PDD033027,DP24509,HNO003_R011,2025-03-10,2025-03-15,6000000
PDD033028,DP24510,DLK001_R002,2025-03-10,2025-03-13,3600000
PDD033029,DP24511,HPG002_R007,2025-03-10,2025-03-11,1200000
PDD033030,DP24511,KHA001_R017,2025-03-10,2025-03-11,1500000
PDD033031,DP24512,BRV001_R010,2025-03-10,2025-03-14,4800000
PDD033032,DP24513,HDG001_R010,2025-03-10,2025-03-11,2200000
PDD033033,DP24514,LCI002_R007,2025-03-10,2025-03-12,2400000
PDD033034,DP24515,TBG001_R004,2025-03-10,2025-03-12,2400000
PDD033035,DP24515,PYN002_R018,2025-03-10,2025-03-11,1800000
PDD033036,DP24516,HPG002_R035,2025-03-10,2025-03-11,2000000
PDD033037,DP24517,KGI001_R005,2025-03-10,2025-03-15,6000000
PDD033038,DP24518,BRV001_R018,2025-03-10,2025-03-15,7500000
PDD033039,DP24519,KGI002_R009,2025-03-10,2025-03-13,3600000
PDD033040,DP24520,TNI001_R009,2025-03-10,2025-03-12,3600000
PDD033041,DP24520,DTP001_R019,2025-03-10,2025-03-15,7500000
PDD033042,DP24521,BLU001_R016,2025-03-10,2025-03-11,1700000
PDD033043,DP24522,HBI002_R011,2025-03-10,2025-03-14,7200000
PDD033044,DP24523,QBI001_R027,2025-03-10,2025-03-12,5600000
PDD033045,DP24524,AGG003_R029,2025-03-10,2025-03-13,6600000
PDD033046,DP24525,BKN001_R007,2025-03-10,2025-03-13,3600000
PDD033047,DP24526,BNH002_R013,2025-03-10,2025-03-15,9000000
PDD033048,DP24527,DNG002_R002,2025-03-10,2025-03-12,2400000
PDD033049,DP24528,HBI001_R013,2025-03-10,2025-03-15,17500000
PDD033050,DP24528,BTN002_R015,2025-03-10,2025-03-14,6000000
PDD033051,DP24529,DBI002_R009,2025-03-10,2025-03-14,7200000
PDD033052,DP24530,HUG001_R004,2025-03-10,2025-03-13,3600000
PDD033053,DP24531,BTE001_R035,2025-03-10,2025-03-14,4400000
PDD033054,DP24531,HBI001_R006,2025-03-10,2025-03-11,1800000
PDD033055,DP24532,GLI001_R026,2025-03-10,2025-03-14,14000000
PDD033056,DP24532,HNO003_R037,2025-03-10,2025-03-15,5000000
PDD033057,DP24533,VLO002_R022,2025-03-10,2025-03-15,12000000
PDD033058,DP24534,LAG001_R004,2025-03-10,2025-03-15,6000000
PDD033059,DP24534,TNH001_R021,2025-03-10,2025-03-15,12000000
PDD033060,DP24535,AGG002_R006,2025-03-10,2025-03-14,4800000
PDD033061,DP24536,HUG001_R015,2025-03-10,2025-03-12,3000000
PDD033062,DP24537,NDH001_R022,2025-03-10,2025-03-12,4000000
PDD033063,DP24538,THA001_R010,2025-03-10,2025-03-15,9000000
PDD033064,DP24539,LDO001_R017,2025-03-10,2025-03-12,3400000
PDD033065,DP24539,HPG001_R001,2025-03-10,2025-03-11,1200000
PDD033066,DP24540,TBG001_R018,2025-03-10,2025-03-15,14000000
PDD033067,DP24541,DNA002_R005,2025-03-10,2025-03-11,1200000
PDD033068,DP24541,HNA001_R003,2025-03-10,2025-03-12,2400000
PDD033069,DP24542,KTM002_R013,2025-03-10,2025-03-13,8400000
PDD033070,DP24543,AGG002_R001,2025-03-10,2025-03-12,2400000
PDD033071,DP24544,LCH001_R016,2025-03-10,2025-03-13,8400000
PDD033072,DP24545,QTR002_R023,2025-03-10,2025-03-15,7500000
PDD033073,DP24546,CMU001_R011,2025-03-10,2025-03-11,1800000
PDD033074,DP24547,HNO003_R026,2025-03-10,2025-03-12,5600000
PDD033075,DP24548,CTO001_R017,2025-03-10,2025-03-13,4500000
PDD033076,DP24548,HNO001_R008,2025-03-10,2025-03-11,1200000
PDD033077,DP24548,SLA002_R002,2025-03-10,2025-03-11,1200000
PDD033078,DP24549,CBG002_R010,2025-03-10,2025-03-11,1800000
PDD033079,DP24550,BNH002_R034,2025-03-10,2025-03-13,6000000
PDD033080,DP24551,BKN001_R004,2025-03-10,2025-03-15,6000000
PDD033081,DP24551,HTH002_R002,2025-03-10,2025-03-14,4800000
PDD033082,DP24552,KHA001_R006,2025-03-10,2025-03-11,1200000
PDD033083,DP24553,YBI002_R019,2025-03-10,2025-03-11,1500000
PDD033084,DP24553,QNI001_R011,2025-03-10,2025-03-12,3600000
PDD033085,DP24554,QBI002_R006,2025-03-10,2025-03-12,3000000
PDD033086,DP24555,KGI001_R003,2025-03-10,2025-03-15,6000000
PDD033087,DP24556,DNG002_R006,2025-03-10,2025-03-13,3600000
PDD033088,DP24557,QTR001_R027,2025-03-10,2025-03-12,5600000
PDD033089,DP24557,HNO003_R028,2025-03-10,2025-03-11,3500000
PDD033090,DP24557,DNA002_R016,2025-03-10,2025-03-12,3600000
PDD033091,DP24558,BTE001_R009,2025-03-10,2025-03-15,6000000
PDD033092,DP24558,HNO003_R006,2025-03-10,2025-03-12,2400000
PDD033093,DP24559,TNH002_R002,2025-03-11,2025-03-12,1200000
PDD033094,DP24560,HDG002_R007,2025-03-11,2025-03-13,4800000
PDD033095,DP24561,QTR002_R015,2025-03-11,2025-03-15,7200000
PDD033096,DP24562,BNH001_R025,2025-03-11,2025-03-14,3000000
PDD033097,DP24563,AGG003_R014,2025-03-11,2025-03-13,3600000
PDD033098,DP24563,QBI001_R020,2025-03-11,2025-03-12,1500000
PDD033099,DP24564,HNO003_R025,2025-03-11,2025-03-14,8400000
PDD033100,DP24565,KHA002_R007,2025-03-11,2025-03-12,1800000
PDD033101,DP24566,GLI001_R019,2025-03-11,2025-03-13,3000000
PDD033102,DP24567,BRV002_R009,2025-03-11,2025-03-14,5400000
PDD033103,DP24567,SLA001_R032,2025-03-11,2025-03-12,1700000
PDD033104,DP24568,HPG001_R011,2025-03-11,2025-03-13,3600000
PDD033105,DP24569,HDG001_R009,2025-03-11,2025-03-14,10500000
PDD033106,DP24570,DBI001_R023,2025-03-11,2025-03-16,8500000
PDD033107,DP24570,DTP002_R005,2025-03-11,2025-03-13,3600000
PDD033108,DP24571,TNH001_R026,2025-03-11,2025-03-16,11000000
PDD033109,DP24572,TNI001_R012,2025-03-11,2025-03-13,3600000
PDD033110,DP24573,DNO001_R026,2025-03-11,2025-03-16,6500000
PDD033111,DP24573,HYN002_R007,2025-03-11,2025-03-14,4500000
PDD033112,DP24574,QNG001_R013,2025-03-11,2025-03-14,5400000
PDD033113,DP24574,HNO005_R023,2025-03-11,2025-03-14,5100000
PDD033114,DP24575,HNO005_R015,2025-03-11,2025-03-16,7500000
PDD033115,DP24576,KGI002_R021,2025-03-11,2025-03-12,1500000
PDD033116,DP24577,SLA002_R017,2025-03-11,2025-03-14,8400000
PDD033117,DP24578,TNI002_R011,2025-03-11,2025-03-13,4000000
PDD033118,DP24579,LAG002_R001,2025-03-11,2025-03-12,1200000
PDD033119,DP24580,DNG002_R015,2025-03-11,2025-03-14,4500000
PDD033120,DP24581,BTN002_R011,2025-03-11,2025-03-14,5400000
PDD033121,DP24582,HNO001_R033,2025-03-11,2025-03-12,1700000
PDD033122,DP24583,SLA002_R018,2025-03-11,2025-03-13,7000000
PDD033123,DP24584,KHA001_R006,2025-03-11,2025-03-12,1200000
PDD033124,DP24584,QNA001_R009,2025-03-11,2025-03-15,7200000
PDD033125,DP24585,NTN002_R004,2025-03-11,2025-03-13,2400000
PDD033126,DP24585,VLO001_R015,2025-03-11,2025-03-16,8500000
PDD033127,DP24586,CMU001_R009,2025-03-11,2025-03-13,2400000
PDD033128,DP24586,KTM002_R001,2025-03-11,2025-03-13,2400000
PDD033129,DP24587,NBH002_R023,2025-03-11,2025-03-13,3400000
PDD033130,DP24587,DNG002_R018,2025-03-11,2025-03-14,10500000
PDD033131,DP24587,KGI002_R025,2025-03-11,2025-03-15,11200000
PDD033132,DP24588,CBG002_R023,2025-03-11,2025-03-12,1700000
PDD033133,DP24588,NTN002_R018,2025-03-11,2025-03-15,6000000
PDD033134,DP24589,HPG002_R041,2025-03-11,2025-03-16,6500000
PDD033135,DP24590,CTO002_R007,2025-03-11,2025-03-13,3600000
PDD033136,DP24591,SLA001_R004,2025-03-11,2025-03-16,6000000
PDD033137,DP24592,PYN001_R002,2025-03-11,2025-03-13,2400000
PDD033138,DP24593,CTO001_R007,2025-03-11,2025-03-12,1200000
PDD033139,DP24593,PTU002_R037,2025-03-11,2025-03-15,4000000
PDD033140,DP24593,BGG001_R031,2025-03-11,2025-03-15,8000000
PDD033141,DP24594,CBG001_R004,2025-03-11,2025-03-14,3600000
PDD033142,DP24595,BDG001_R018,2025-03-11,2025-03-16,9000000
PDD033143,DP24596,DTP001_R034,2025-03-11,2025-03-13,2600000
PDD033144,DP24596,DTP002_R004,2025-03-11,2025-03-14,5400000
PDD033145,DP24597,TTH001_R020,2025-03-11,2025-03-15,8800000
PDD033146,DP24597,BKN001_R013,2025-03-11,2025-03-16,7500000
PDD033147,DP24598,TBI001_R017,2025-03-11,2025-03-14,5100000
PDD033148,DP24599,CMU002_R016,2025-03-11,2025-03-12,1500000
PDD033149,DP24599,LDO002_R014,2025-03-11,2025-03-16,7500000
PDD033150,DP24600,VLO002_R003,2025-03-11,2025-03-13,2400000
PDD033151,DP24601,TBI002_R007,2025-03-11,2025-03-12,1800000
PDD033152,DP24601,BTN001_R013,2025-03-11,2025-03-12,3500000
PDD033153,DP24601,LCI001_R011,2025-03-11,2025-03-13,2400000
PDD033154,DP24602,HGG001_R033,2025-03-11,2025-03-14,5100000
PDD033155,DP24603,NTN002_R009,2025-03-11,2025-03-13,2400000
PDD033156,DP24603,DNG002_R007,2025-03-11,2025-03-14,3600000
PDD033157,DP24604,HPG002_R008,2025-03-11,2025-03-15,4800000
PDD033158,DP24604,DNO001_R027,2025-03-11,2025-03-15,4400000
PDD033159,DP24604,TBI002_R009,2025-03-11,2025-03-16,9000000
PDD033160,DP24605,NBH002_R002,2025-03-11,2025-03-12,1200000
PDD033161,DP24606,HGG002_R001,2025-03-11,2025-03-15,4800000
PDD033162,DP24607,KGI002_R024,2025-03-11,2025-03-16,14000000
PDD033163,DP24608,DTP001_R017,2025-03-11,2025-03-12,1500000
PDD033164,DP24609,LCH002_R020,2025-03-11,2025-03-12,2200000
PDD033165,DP24609,LAG001_R003,2025-03-11,2025-03-15,4800000
PDD033166,DP24610,DLK001_R038,2025-03-11,2025-03-14,3900000
PDD033167,DP24610,QNG002_R004,2025-03-11,2025-03-15,4800000
PDD033168,DP24611,AGG004_R010,2025-03-11,2025-03-15,7200000
PDD033169,DP24612,LCI002_R022,2025-03-11,2025-03-13,3400000
PDD033170,DP24613,HTH001_R018,2025-03-11,2025-03-13,3000000
PDD033171,DP24614,HYN002_R009,2025-03-11,2025-03-12,2800000
PDD033172,DP24615,HYN001_R013,2025-03-11,2025-03-12,1800000
PDD033173,DP24616,TBG001_R023,2025-03-11,2025-03-14,5100000
PDD033174,DP24616,CMU002_R032,2025-03-11,2025-03-12,1700000
PDD033175,DP24617,YBI001_R012,2025-03-11,2025-03-12,1500000
PDD033176,DP24618,HPG001_R031,2025-03-11,2025-03-15,8000000
PDD033177,DP24618,BGG001_R022,2025-03-11,2025-03-13,4800000
PDD033178,DP24619,HNA001_R002,2025-03-11,2025-03-15,4800000
PDD033179,DP24619,TBG002_R012,2025-03-11,2025-03-16,10000000
PDD033180,DP24620,GLI002_R005,2025-03-11,2025-03-16,6000000
PDD033181,DP24621,DNA002_R035,2025-03-11,2025-03-14,3000000
PDD033182,DP24621,HNO002_R011,2025-03-11,2025-03-16,7500000
PDD033183,DP24621,GLI002_R019,2025-03-11,2025-03-13,4400000
PDD033184,DP24622,HNO002_R005,2025-03-11,2025-03-12,1200000
PDD033185,DP24623,TNH001_R023,2025-03-11,2025-03-16,14000000
PDD033186,DP24624,HNO005_R002,2025-03-11,2025-03-14,3600000
PDD033187,DP24625,TBI002_R010,2025-03-12,2025-03-17,9000000
PDD033188,DP24625,CMU001_R035,2025-03-12,2025-03-14,2200000
PDD033189,DP24626,HGG001_R037,2025-03-12,2025-03-15,3300000
PDD033190,DP24627,NTN002_R025,2025-03-12,2025-03-16,11200000
PDD033191,DP24628,GLI001_R004,2025-03-12,2025-03-15,3600000
PDD033192,DP24629,CBG002_R007,2025-03-12,2025-03-14,2400000
PDD033193,DP24630,YBI002_R018,2025-03-12,2025-03-15,4500000
PDD033194,DP24630,BRV001_R034,2025-03-12,2025-03-13,1700000
PDD033195,DP24631,LCH001_R004,2025-03-12,2025-03-16,4800000
PDD033196,DP24632,QBI001_R026,2025-03-12,2025-03-16,9600000
PDD033197,DP24633,BGG001_R001,2025-03-12,2025-03-15,3600000
PDD033198,DP24634,QNI002_R008,2025-03-12,2025-03-13,1500000
PDD033199,DP24635,DTP001_R022,2025-03-12,2025-03-15,8400000
PDD033200,DP24636,BDH002_R021,2025-03-12,2025-03-15,6000000
PDD033201,DP24637,QNI001_R006,2025-03-12,2025-03-14,2400000
PDD033202,DP24638,HUG001_R018,2025-03-12,2025-03-15,8400000
PDD033203,DP24639,AGG002_R031,2025-03-12,2025-03-17,8500000
PDD033204,DP24639,BGG001_R025,2025-03-12,2025-03-13,2800000
PDD033205,DP24640,DTP001_R029,2025-03-12,2025-03-14,4000000
PDD033206,DP24641,HNO003_R006,2025-03-12,2025-03-17,6000000
PDD033207,DP24642,DTP002_R002,2025-03-12,2025-03-14,2400000
PDD033208,DP24643,QNG001_R032,2025-03-12,2025-03-14,3400000
PDD033209,DP24643,DNG003_R015,2025-03-12,2025-03-15,10500000
PDD033210,DP24643,TNH001_R015,2025-03-12,2025-03-17,9000000
PDD033211,DP24644,LCH002_R021,2025-03-12,2025-03-17,10000000
PDD033212,DP24645,THA002_R013,2025-03-12,2025-03-15,10500000
PDD033213,DP24646,LCI002_R003,2025-03-12,2025-03-16,4800000
PDD033214,DP24647,DNG002_R010,2025-03-12,2025-03-16,7200000
PDD033215,DP24648,DLK001_R020,2025-03-12,2025-03-14,3000000
PDD033216,DP24649,VLO002_R032,2025-03-12,2025-03-17,8500000
PDD033217,DP24649,TBI002_R007,2025-03-12,2025-03-14,3600000
PDD033218,DP24650,TNH001_R009,2025-03-12,2025-03-13,1200000
PDD033219,DP24651,NTN001_R022,2025-03-12,2025-03-14,4000000
PDD033220,DP24652,TBG002_R004,2025-03-12,2025-03-15,3600000
PDD033221,DP24653,KGI002_R006,2025-03-12,2025-03-16,4800000
PDD033222,DP24654,THA001_R012,2025-03-12,2025-03-13,1500000
PDD033223,DP24655,CBG002_R011,2025-03-12,2025-03-15,5400000
PDD033224,DP24656,CBG002_R003,2025-03-12,2025-03-13,1200000
PDD033225,DP24656,HYN001_R018,2025-03-12,2025-03-15,8400000
PDD033226,DP24657,PYN002_R030,2025-03-12,2025-03-13,2200000
PDD033227,DP24657,HGG001_R022,2025-03-12,2025-03-16,9600000
PDD033228,DP24658,AGG003_R037,2025-03-12,2025-03-13,1100000
PDD033229,DP24659,BTE001_R003,2025-03-12,2025-03-16,4800000
PDD033230,DP24660,NTN001_R001,2025-03-12,2025-03-17,6000000
PDD033231,DP24661,NTN002_R032,2025-03-12,2025-03-16,6800000
PDD033232,DP24662,QNA001_R011,2025-03-12,2025-03-14,3600000
PDD033233,DP24663,DTP001_R014,2025-03-12,2025-03-15,5400000
PDD033234,DP24664,QNG001_R035,2025-03-12,2025-03-14,2000000
PDD033235,DP24665,QNA001_R017,2025-03-12,2025-03-13,3500000
PDD033236,DP24666,NTN002_R027,2025-03-12,2025-03-14,7000000
PDD033237,DP24667,PYN002_R035,2025-03-12,2025-03-13,1700000
PDD033238,DP24668,BDG001_R006,2025-03-12,2025-03-16,4800000
PDD033239,DP24668,DLK001_R015,2025-03-12,2025-03-15,5400000
PDD033240,DP24669,YBI002_R015,2025-03-12,2025-03-13,1800000
PDD033241,DP24670,TVH002_R014,2025-03-12,2025-03-15,4500000
PDD033242,DP24671,TNH002_R006,2025-03-12,2025-03-13,1200000
PDD033243,DP24672,DLK002_R002,2025-03-12,2025-03-13,1200000
PDD033244,DP24673,HUG002_R006,2025-03-12,2025-03-15,4500000
PDD033245,DP24673,GLI001_R027,2025-03-12,2025-03-15,10500000
PDD033246,DP24674,HTH001_R011,2025-03-12,2025-03-14,3600000
PDD033247,DP24674,THA001_R008,2025-03-12,2025-03-17,9000000
PDD033248,DP24675,BRV004_R002,2025-03-12,2025-03-13,1200000
PDD033249,DP24676,GLI001_R020,2025-03-12,2025-03-13,1500000
PDD033250,DP24676,YBI002_R017,2025-03-12,2025-03-15,5400000
PDD033251,DP24677,LCH002_R015,2025-03-12,2025-03-13,1500000
PDD033252,DP24678,HPG001_R010,2025-03-12,2025-03-15,3600000
PDD033253,DP24679,HNO003_R009,2025-03-12,2025-03-16,4800000
PDD033254,DP24680,HNO003_R024,2025-03-12,2025-03-15,7200000
PDD033255,DP24680,CBG002_R004,2025-03-12,2025-03-16,4800000
PDD033256,DP24680,KHA002_R013,2025-03-12,2025-03-13,2400000
PDD033257,DP24681,SLA001_R017,2025-03-12,2025-03-17,7500000
PDD033258,DP24682,HNO003_R019,2025-03-12,2025-03-13,1500000
PDD033259,DP24683,BTN001_R008,2025-03-13,2025-03-15,3600000
PDD033260,DP24684,CMU002_R022,2025-03-13,2025-03-16,8400000
PDD033261,DP24685,LCI001_R002,2025-03-13,2025-03-15,2400000
PDD033262,DP24685,HPG001_R033,2025-03-13,2025-03-15,3400000
PDD033263,DP24686,KGI001_R018,2025-03-13,2025-03-15,4400000
PDD033264,DP24687,DNA002_R005,2025-03-13,2025-03-18,6000000
PDD033265,DP24688,CTO001_R001,2025-03-13,2025-03-17,4800000
PDD033266,DP24689,DLK001_R006,2025-03-13,2025-03-18,6000000
PDD033267,DP24689,CMU002_R026,2025-03-13,2025-03-17,8800000
PDD033268,DP24690,QBI002_R002,2025-03-13,2025-03-16,3600000
PDD033269,DP24690,SLA001_R023,2025-03-13,2025-03-18,14000000
PDD033270,DP24691,YBI001_R008,2025-03-13,2025-03-17,7200000
PDD033271,DP24692,QTR002_R001,2025-03-13,2025-03-18,6000000
PDD033272,DP24692,KHA002_R015,2025-03-13,2025-03-18,17500000
PDD033273,DP24693,QNG001_R001,2025-03-13,2025-03-14,1200000
PDD033274,DP24694,QNI001_R005,2025-03-13,2025-03-15,2400000
PDD033275,DP24695,CMU002_R005,2025-03-13,2025-03-18,6000000
PDD033276,DP24696,QTR001_R032,2025-03-13,2025-03-18,11000000
PDD033277,DP24697,BRV003_R021,2025-03-13,2025-03-18,11000000
PDD033278,DP24698,QNG002_R011,2025-03-13,2025-03-15,4400000
PDD033279,DP24698,DBI001_R003,2025-03-13,2025-03-14,1200000
PDD033280,DP24699,LCA001_R015,2025-03-13,2025-03-18,17500000
PDD033281,DP24699,HPG002_R012,2025-03-13,2025-03-18,9000000
PDD033282,DP24700,CTO001_R010,2025-03-13,2025-03-17,7200000
PDD033283,DP24701,HTH002_R008,2025-03-13,2025-03-18,14000000
PDD033284,DP24701,LCH001_R011,2025-03-13,2025-03-14,1800000
PDD033285,DP24702,LDO001_R005,2025-03-13,2025-03-15,2400000
PDD033286,DP24702,VLO001_R005,2025-03-13,2025-03-14,1800000
PDD033287,DP24703,NBH001_R010,2025-03-13,2025-03-17,7200000
PDD033288,DP24704,HNO003_R003,2025-03-13,2025-03-16,3600000
PDD033289,DP24704,CBG001_R014,2025-03-13,2025-03-14,2200000
PDD033290,DP24705,HNO003_R033,2025-03-13,2025-03-16,6000000
PDD033291,DP24705,QNI001_R012,2025-03-13,2025-03-16,5400000
PDD033292,DP24706,VLO002_R016,2025-03-13,2025-03-17,7200000
PDD033293,DP24707,KGI001_R007,2025-03-13,2025-03-17,4800000
PDD033294,DP24708,BTN002_R016,2025-03-13,2025-03-16,4500000
PDD033295,DP24709,BNH001_R011,2025-03-13,2025-03-18,9000000
PDD033296,DP24710,DNG003_R010,2025-03-13,2025-03-16,5400000
PDD033297,DP24711,DBI002_R007,2025-03-13,2025-03-15,2400000
PDD033298,DP24712,HUG002_R007,2025-03-13,2025-03-16,6600000
PDD033299,DP24712,BNH002_R020,2025-03-13,2025-03-18,7500000
PDD033300,DP24712,AGG002_R007,2025-03-13,2025-03-18,6000000
PDD033301,DP24713,QTR002_R009,2025-03-13,2025-03-15,2400000
PDD033302,DP24714,DNG002_R012,2025-03-13,2025-03-15,3600000
PDD033303,DP24715,PTU002_R001,2025-03-13,2025-03-14,1200000
PDD033304,DP24716,KHA002_R002,2025-03-13,2025-03-18,6000000
PDD033305,DP24716,DLK001_R026,2025-03-13,2025-03-18,14000000
PDD033306,DP24717,KGI001_R020,2025-03-13,2025-03-17,8000000
PDD033307,DP24718,BGG003_R023,2025-03-13,2025-03-14,2400000
PDD033308,DP24718,BDH001_R011,2025-03-13,2025-03-16,5400000
PDD033309,DP24719,DNO002_R002,2025-03-13,2025-03-18,6000000
PDD033310,DP24720,DLK001_R039,2025-03-13,2025-03-18,5500000
PDD033311,DP24720,VLO002_R033,2025-03-13,2025-03-14,1700000
PDD033312,DP24721,BDG001_R028,2025-03-13,2025-03-15,5600000
PDD033313,DP24722,HBI002_R015,2025-03-13,2025-03-15,3000000
PDD033314,DP24722,BGG003_R013,2025-03-13,2025-03-17,7200000
PDD033315,DP24723,VPC001_R011,2025-03-13,2025-03-17,7200000
PDD033316,DP24724,BRV004_R039,2025-03-13,2025-03-18,5500000
PDD033317,DP24725,HTH002_R001,2025-03-13,2025-03-15,2400000
