MaDanhGia,MaPhongDuocDat,ThoiGian,DiemDanhGia,NhanXet
DGPDD033618_1,PDD033618,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033568_1,PDD033568,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033431_2,PDD033431,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033425_1,PDD033425,2025-03-19,5,Dịch vụ hoàn hảo.
DGPDD033424_1,PDD033424,2025-03-19,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033417_1,PDD033417,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033570_1,PDD033570,2025-03-19,2,Không hài lòng lắm.
DGPDD033404_1,PDD033404,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033391_2,PDD033391,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033357_1,PDD033357,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033270_2,PDD033270,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033597_1,PDD033597,2025-03-19,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033334_1,PDD033334,2025-03-19,1,"Rất tệ, không quay lại."
DGPDD033304_1,PDD033304,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD033238_1,PDD033238,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033329_1,PDD033329,2025-03-19,5,Tuyệt vời!
DGPDD033327_1,PDD033327,2025-03-19,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033325_1,PDD033325,2025-03-19,5,Tuyệt vời!
DGPDD033320_2,PDD033320,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033319_2,PDD033319,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033179_1,PDD033179,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033257_1,PDD033257,2025-03-19,2,Không hài lòng lắm.
DGPDD033187_1,PDD033187,2025-03-19,5,Tuyệt vời!
DGPDD033230_1,PDD033230,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033221_1,PDD033221,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033314_1,PDD033314,2025-03-19,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033295_1,PDD033295,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033296_1,PDD033296,2025-03-19,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033189_2,PDD033189,2025-03-19,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033190_1,PDD033190,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033211_1,PDD033211,2025-03-19,5,Dịch vụ hoàn hảo.
DGPDD033210_1,PDD033210,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033291_1,PDD033291,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033342_1,PDD033342,2025-03-19,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033333_1,PDD033333,2025-03-19,1,"Rất tệ, không quay lại."
DGPDD033162_1,PDD033162,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033355_2,PDD033355,2025-03-19,5,"Rất hài lòng, sẽ quay lại."
DGPDD032990_2,PDD032990,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033013_2,PDD033013,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033053_2,PDD033053,2025-03-19,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033268_2,PDD033268,2025-03-19,2,Không hài lòng lắm.
DGPDD033265_1,PDD033265,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033277_1,PDD033277,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033096_2,PDD033096,2025-03-19,5,Tuyệt vời!
DGPDD033260_1,PDD033260,2025-03-19,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033110_1,PDD033110,2025-03-19,2,Không hài lòng lắm.
DGPDD033124_2,PDD033124,2025-03-19,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033106_2,PDD033106,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033308_1,PDD033308,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033349_1,PDD033349,2025-03-19,5,Tuyệt vời!
DGPDD033285_2,PDD033285,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033348_1,PDD033348,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033344_1,PDD033344,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033146_1,PDD033146,2025-03-19,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033145_2,PDD033145,2025-03-19,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033247_1,PDD033247,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033245_2,PDD033245,2025-03-20,5,Tuyệt vời!
DGPDD033599_1,PDD033599,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033356_1,PDD033356,2025-03-20,5,Tuyệt vời!
DGPDD033698_1,PDD033698,2025-03-20,5,"Rất hài lòng, sẽ quay lại."
DGPDD033483_1,PDD033483,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033482_1,PDD033482,2025-03-20,5,Dịch vụ hoàn hảo.
DGPDD033474_1,PDD033474,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033264_1,PDD033264,2025-03-20,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033470_2,PDD033470,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033488_1,PDD033488,2025-03-20,1,"Rất tệ, không quay lại."
DGPDD033653_1,PDD033653,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033495_1,PDD033495,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033581_1,PDD033581,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033580_1,PDD033580,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033579_1,PDD033579,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033578_1,PDD033578,2025-03-20,5,"Rất hài lòng, sẽ quay lại."
DGPDD033613_2,PDD033613,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033564_1,PDD033564,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033625_1,PDD033625,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033556_1,PDD033556,2025-03-20,5,Dịch vụ hoàn hảo.
DGPDD033553_1,PDD033553,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033636_1,PDD033636,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033549_1,PDD033549,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033546_1,PDD033546,2025-03-20,5,Dịch vụ hoàn hảo.
DGPDD033543_1,PDD033543,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033647_1,PDD033647,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033536_1,PDD033536,2025-03-20,5,"Rất hài lòng, sẽ quay lại."
DGPDD033649_1,PDD033649,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033450_1,PDD033450,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033529_1,PDD033529,2025-03-20,5,Dịch vụ hoàn hảo.
DGPDD033528_1,PDD033528,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033658_1,PDD033658,2025-03-20,2,Không hài lòng lắm.
DGPDD033663_1,PDD033663,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033670_1,PDD033670,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033674_1,PDD033674,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033203_1,PDD033203,2025-03-20,1,"Rất tệ, không quay lại."
DGPDD033502_1,PDD033502,2025-03-20,5,Tuyệt vời!
DGPDD033493_2,PDD033493,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033448_2,PDD033448,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033358_1,PDD033358,2025-03-20,5,"Rất hài lòng, sẽ quay lại."
DGPDD033407_1,PDD033407,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033292_1,PDD033292,2025-03-20,5,Tuyệt vời!
DGPDD033422_1,PDD033422,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033363_1,PDD033363,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033416_2,PDD033416,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033414_1,PDD033414,2025-03-20,2,Không hài lòng lắm.
DGPDD033310_1,PDD033310,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033375_1,PDD033375,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033412_1,PDD033412,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033364_2,PDD033364,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033271_1,PDD033271,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033403_1,PDD033403,2025-03-20,5,"Rất hài lòng, sẽ quay lại."
DGPDD033399_1,PDD033399,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033740_1,PDD033740,2025-03-20,1,Trải nghiệm tồi tệ.
DGPDD033395_1,PDD033395,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033330_1,PDD033330,2025-03-20,5,"Rất hài lòng, sẽ quay lại."
DGPDD033388_2,PDD033388,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033383_1,PDD033383,2025-03-20,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033350_1,PDD033350,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033340_1,PDD033340,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033343_2,PDD033343,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033369_1,PDD033369,2025-03-20,5,Tuyệt vời!
DGPDD033430_1,PDD033430,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033288_2,PDD033288,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033373_1,PDD033373,2025-03-20,5,Dịch vụ hoàn hảo.
DGPDD033361_2,PDD033361,2025-03-20,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033354_1,PDD033354,2025-03-20,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033444_1,PDD033444,2025-03-20,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033276_1,PDD033276,2025-03-20,1,Trải nghiệm tồi tệ.
DGPDD033566_1,PDD033566,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033648_1,PDD033648,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033720_1,PDD033720,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033533_1,PDD033533,2025-03-21,2,Không hài lòng lắm.
DGPDD033649_2,PDD033649,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033531_1,PDD033531,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033530_1,PDD033530,2025-03-21,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033398_1,PDD033398,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033460_1,PDD033460,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033614_1,PDD033614,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033464_1,PDD033464,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033527_1,PDD033527,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033576_1,PDD033576,2025-03-21,1,"Rất tệ, không quay lại."
DGPDD033403_2,PDD033403,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033316_1,PDD033316,2025-03-21,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033399_2,PDD033399,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033624_1,PDD033624,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033702_1,PDD033702,2025-03-21,5,"Rất hài lòng, sẽ quay lại."
DGPDD033432_1,PDD033432,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033623_1,PDD033623,2025-03-21,2,Không hài lòng lắm.
DGPDD033559_1,PDD033559,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033453_1,PDD033453,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033553_2,PDD033553,2025-03-21,5,Dịch vụ hoàn hảo.
DGPDD033454_1,PDD033454,2025-03-21,1,Trải nghiệm tồi tệ.
DGPDD033706_1,PDD033706,2025-03-21,1,Trải nghiệm tồi tệ.
DGPDD033395_2,PDD033395,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033272_1,PDD033272,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033593_1,PDD033593,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033644_1,PDD033644,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033612_1,PDD033612,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033544_1,PDD033544,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033704_1,PDD033704,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033542_1,PDD033542,2025-03-21,5,Dịch vụ hoàn hảo.
DGPDD033353_1,PDD033353,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033515_1,PDD033515,2025-03-21,5,Tuyệt vời!
DGPDD033440_2,PDD033440,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033514_1,PDD033514,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033489_1,PDD033489,2025-03-21,2,Không hài lòng lắm.
DGPDD033420_1,PDD033420,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033689_1,PDD033689,2025-03-21,5,"Rất hài lòng, sẽ quay lại."
DGPDD033690_1,PDD033690,2025-03-21,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033691_1,PDD033691,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033485_1,PDD033485,2025-03-21,5,"Rất hài lòng, sẽ quay lại."
DGPDD033484_1,PDD033484,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033436_1,PDD033436,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033482_2,PDD033482,2025-03-21,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033811_1,PDD033811,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033711_1,PDD033711,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033479_1,PDD033479,2025-03-21,5,"Rất hài lòng, sẽ quay lại."
DGPDD033426_1,PDD033426,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033362_1,PDD033362,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033476_1,PDD033476,2025-03-21,2,Không hài lòng lắm.
DGPDD033599_2,PDD033599,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033694_1,PDD033694,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033670_2,PDD033670,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033491_1,PDD033491,2025-03-21,5,Tuyệt vời!
DGPDD033602_1,PDD033602,2025-03-21,5,Tuyệt vời!
DGPDD033203_2,PDD033203,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033513_1,PDD033513,2025-03-21,2,Không hài lòng lắm.
DGPDD033283_1,PDD033283,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033736_1,PDD033736,2025-03-21,5,Tuyệt vời!
DGPDD033741_1,PDD033741,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033674_2,PDD033674,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033411_1,PDD033411,2025-03-21,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033504_1,PDD033504,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033468_2,PDD033468,2025-03-21,5,Dịch vụ hoàn hảo.
DGPDD033412_2,PDD033412,2025-03-21,5,"Rất hài lòng, sẽ quay lại."
DGPDD033806_1,PDD033806,2025-03-21,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033437_1,PDD033437,2025-03-21,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033679_1,PDD033679,2025-03-21,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033257_2,PDD033257,2025-03-21,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033715_1,PDD033715,2025-03-21,2,Không hài lòng lắm.
DGPDD033589_1,PDD033589,2025-03-21,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033727_1,PDD033727,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033610_1,PDD033610,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033906_1,PDD033906,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033729_1,PDD033729,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033833_1,PDD033833,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033827_1,PDD033827,2025-03-22,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033708_1,PDD033708,2025-03-22,5,Tuyệt vời!
DGPDD033621_1,PDD033621,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033704_2,PDD033704,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033701_1,PDD033701,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033856_1,PDD033856,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033711_2,PDD033711,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033692_1,PDD033692,2025-03-22,5,"Rất hài lòng, sẽ quay lại."
DGPDD033795_1,PDD033795,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033861_1,PDD033861,2025-03-22,5,"Rất hài lòng, sẽ quay lại."
DGPDD033682_1,PDD033682,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033681_1,PDD033681,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033676_1,PDD033676,2025-03-22,2,Không hài lòng lắm.
DGPDD033616_1,PDD033616,2025-03-22,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD033718_1,PDD033718,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033660_1,PDD033660,2025-03-22,5,Dịch vụ hoàn hảo.
DGPDD033654_1,PDD033654,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033653_2,PDD033653,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033645_1,PDD033645,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033820_1,PDD033820,2025-03-22,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033642_1,PDD033642,2025-03-22,5,"Rất hài lòng, sẽ quay lại."
DGPDD033633_1,PDD033633,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033629_1,PDD033629,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033720_2,PDD033720,2025-03-22,5,Dịch vụ hoàn hảo.
DGPDD033722_1,PDD033722,2025-03-22,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033887_1,PDD033887,2025-03-22,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033695_1,PDD033695,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033359_1,PDD033359,2025-03-22,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD033594_1,PDD033594,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033363_2,PDD033363,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033365_1,PDD033365,2025-03-22,5,Dịch vụ hoàn hảo.
DGPDD033367_1,PDD033367,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033376_1,PDD033376,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033377_1,PDD033377,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033539_1,PDD033539,2025-03-22,5,Dịch vụ hoàn hảo.
DGPDD033408_1,PDD033408,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033414_2,PDD033414,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033434_1,PDD033434,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033529_2,PDD033529,2025-03-22,2,Không hài lòng lắm.
DGPDD033525_1,PDD033525,2025-03-22,5,Tuyệt vời!
DGPDD033456_1,PDD033456,2025-03-22,5,Dịch vụ hoàn hảo.
DGPDD033459_1,PDD033459,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033466_1,PDD033466,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033474_2,PDD033474,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033514_2,PDD033514,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033512_1,PDD033512,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033510_1,PDD033510,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033507_1,PDD033507,2025-03-22,5,"Rất hài lòng, sẽ quay lại."
DGPDD033487_1,PDD033487,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033496_1,PDD033496,2025-03-22,5,"Rất hài lòng, sẽ quay lại."
DGPDD033562_1,PDD033562,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033353_2,PDD033353,2025-03-22,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD033549_2,PDD033549,2025-03-22,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD033492_1,PDD033492,2025-03-22,3,"Phục vụ trung bình, giá hợp lý."
DGPDD033330_2,PDD033330,2025-03-22,5,Tuyệt vời!
DGPDD033586_1,PDD033586,2025-03-22,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
